"","group_name","subgroup_name","item_name","item_url","descripcion"
"24","Miracles","Miracles","Lightning Stake","https://darksouls3.wiki.fextralife.com/Lightning+Stake","A lost dragonslaying miracle.Strikes with a stake of lightning.This tale describes the lost practices of ancient dragonslayers, who found that in order to pierce dragonscale, lightning should not be hurled as a bolt, but rather be thrust as a stake directly into the dragon's hide, to be truly effective."
"25","Miracles","Miracles","Lightning Storm","https://darksouls3.wiki.fextralife.com/Lightning+Storm","Miracle of the Nameless King, ally to the ancient dragons.Calls forth furious bolts of lightning.Once a slayer of dragons, the former king and war god tamed a Stormdrake, on which he led a lifetime of battle. This miracle is likely a tale of their bond."
"26","Miracles","Miracles","Divine Pillars of Light","https://darksouls3.wiki.fextralife.com/Divine+Pillars+of+Light","Miracle of Gertrude, the Heavenly Daughter.Brings down multiple pillars of light in vicinity.The Queen's holy maiden Gertrude was visited by an angel, who revealed this tale to her.Despite losing both her sight and voice, she was determined to record the tale. Ordinary men cannot decipher her fragmentary scrawl, nor comprehend how it became the foundation of the Angelic faith of Lothric."
"27","Miracles","Miracles","Blessed Weapon","https://darksouls3.wiki.fextralife.com/Blessed+Weapon","Miracle taught to Lothric Knights. Blesses right weapon, increasing attack power, as well as gradually restoring HP.The Knight is one of the Three Pillars of Lothric, said to have strengthened ties with the High Priestess after the Scholars acquired the Grand Archives."
"28","Miracles","Miracles","Lightning Blade","https://darksouls3.wiki.fextralife.com/Lightning+Blade","Miracle allegedly wielded by a certain dragonslayer knight in the Age of Gods.Reinforces right weapon with lightning.Tales of dragonslayers are now a rare thing, told only in fragments and whispers in remote regions."
"29","Miracles","Miracles","Darkmoon Blade","https://darksouls3.wiki.fextralife.com/Darkmoon+Blade","Miracle of those who devoted themselves to the Darkmoon covenant. Reinforces right weapon with Darkmoon light. Miracles of the Darkmoon are tales of revenge, but Captain Yorshka recites only for the sake of remembering her brother, without knowledge of its meaning. Perhaps this is better, as revenge is better left to the Blades."
"30","Miracles","Miracles","Magic Barrier","https://darksouls3.wiki.fextralife.com/Magic+Barrier","Miracle of clerics who wield weapons.Increases magic damage absorption by covering the body in a white protective coating.There was a short period in history where clerics and sorcerers opposed one another. Thus it became necessary for even simple clerics to have some means of opposing magic."
"31","Miracles","Miracles","Great Magic Barrier","https://darksouls3.wiki.fextralife.com/Great+Magic+Barrier","The tale which was later interpreted as Magic Barrier.Greatly increases magic damage absorption by covering the body in a strong white protective coating.Said to be a tale of Havel the Rock, arch enemy of Seath the Scaleless. Havel despised magic, and was never complacent in preparing means to counter it."
"32","Miracles","Miracles","Dark Blade","https://darksouls3.wiki.fextralife.com/Dark+Blade","Miracle of the Sable Church of Londor.Reinforces right weapon with dark. The third daughter Liliane, one of the founders of the Sable Church, is said to recount tales that portray the suffering and conflict of Hollows."
"33","Miracles","Miracles","Vow of Silence","https://darksouls3.wiki.fextralife.com/Vow+of+Silence","Miracle of the Sable Church of Londor.Prevents spells in the vicinity, including one's own.Members of the Sable Church are all trained swordsmen, each sworn only to their weapons as they bear the leaden silence of Londor."
"34","Miracles","Miracles","Dead Again","https://darksouls3.wiki.fextralife.com/Dead+Again","Sacrilegious miracle of the Sable Church of Londor.Bless corpses, transforming them into traps.Londor, the Hollow Realm, is a society of undead, comprised of the corpses and shades of those who led unsavory lives. Is such blessing really something one must ponder?"
"35","Miracles","Miracles","Atonement","https://darksouls3.wiki.fextralife.com/Atonement","Miracle given to those cast out from the Sable Church of Londor.Attracts more attention from foes.This is the only tale known by exiles, who believe it carries words of forgiveness. Cursed journeys, too, must ultimately come to an end."
"36","Miracles","Miracles","Deep Protection","https://darksouls3.wiki.fextralife.com/Deep+Protection","Miracle taught to inaugurated deacons of the Cathedral of the Deep. Slightly boosts attack, damage absorption and resistance, while also increasing stamina recovery speed. The deep was originally a peaceful and sacred place, but became the final rest for many abhorrent things. This tale of the Deep offers protection for those who worship amidst those horrors."
"37","Miracles","Miracles","Gnaw","https://darksouls3.wiki.fextralife.com/Gnaw","Dark miracle taught in the Cathedral of the Deep. Summons insect swarm to feast on foes. These insects which lurk in the Deep have tiny jaws lined with fangs to tear open the skin and burrow into the flesh in the blink of an eye, causing intense bleeding."
"38","Miracles","Miracles","Dorhys' Gnawing","https://darksouls3.wiki.fextralife.com/Dorhy's+Gnawing","Miracle of Dorhys the deranged evangelist. Summons great insect swarm to feast on foes.Those who linger too long on the brink of the Deep will often slip. Dorhys is sure to have wallowed in this darkness, intoxicated by its peril."
"39","Miracles","Miracles","Lifehunt Scythe","https://darksouls3.wiki.fextralife.com/Lifehunt+Scythe","Miracle of Aldrich, Devourer of Gods.Steals HP of foes using an illusory scythe.Aldrich dreamt as he slowly devoured the God of the Darkmoon. In this dream, he perceived the form of a young, pale girl in hiding."
"40","Miracles","Miracles","Way of White Corona","https://darksouls3.wiki.fextralife.com/Way+of+White+Corona","A lost Way of White miracle. Launches a white discus which slices into foes and returns to its conjurer. Long ago, when the imprints left by the gods were still deep, miracles of the Way of White existed alongside aureoles. Those who yearned for the long-lost aureoles fully believed that they would return, one day."
"41","Miracles","Miracles","Projected Heal","https://darksouls3.wiki.fextralife.com/Projected+Heal","A miracle discovered in the last days of Lothric. Toss a light that heals those near the point of impact. Even those who had forgotten the caress and bounty of the Princess of Sunlight did their best to recall her image. The stories spun about her were most certainly childish, and yet gravely sincere."
"42","Miracles","Miracles","Lightning Arrow","https://darksouls3.wiki.fextralife.com/Lightning+Arrow","The few female knights who serve in the age of the gods used this miracle for dragonslaying. Draw lightning bow to fire a lightning arrow. The lightning arrows offer a great improvement to the range of the spears, and were said to have been used to pierce the eyes of the dragons from afar.But remember, beautiful stories are always marked by embellishment."
"43","Miracles","Miracles","Blindfold Mask","https://darksouls3.wiki.fextralife.com/Blindfold+Mask","An eye-occluding mask of unknown origin. Small cracks allow the wearer to see. Strengthens dark attacks, but also greatly increases damage sustained from dark. This purple steel creation has a certain resemblance to the Fire Keeper's crown, but the similarity is purely cosmetic."
"44","Miracles","Miracles","Crown of Dusk","https://darksouls3.wiki.fextralife.com/Crown+of+Dusk","Feathered crown bestowed upon the princess of Oolacile, land of ancient golden sorceries.Through the guardian Elizabeth's blessing. this raises the power and effect of the wearer's magic, but damage suffered by magic attacks rises in tandem."
"45","Miracles","Miracles","Lightning Clutch Ring","https://darksouls3.wiki.fextralife.com/Lightning+Clutch+Ring","Ring depicting a hand grasping a yellow stone. Increases lightning attack, but compromises damage absorption.An old fable in Londor claims that the lure of the clutch ring reaches out to the crestfallen, who might otherwise be overcome by despair."
"46","Miracles","Miracles","Lloyd's Sword Ring","https://darksouls3.wiki.fextralife.com/Lloyd's+Sword+Ring","Ring given to knights of the Way of White. Depicts Allfather Lloyd's Sword of Law. Boosts attack power when HP is full. Much time has passed since the worship of Lloyd was common in the Way of White. The clerics of Carim had always strongly asserted that Lloyd was a derivative fraud, and that the Allfather title was self-proclaimed."
"47","Miracles","Miracles","Ring of the Sun's First Born","https://darksouls3.wiki.fextralife.com/Ring+of+the+Sun's+First+Born","Ring of the Sun's first born, who inherited the light of Gwyn, the first lord.Greatly boosts miracles.The Sun's first born was once a god of war, until he was stripped of his stature as punishment for his foolishness. No wonder his very name has slipped from the annals of history."
"48","Miracles","Miracles","Morne's Ring","https://darksouls3.wiki.fextralife.com/Morne's+Ring","A malformed ring given to knights of Carim. Boosts miracles. Morne served the goddess Caitha and later became an apostle of the Archbishop.They labored together to provide comfort to the suffering."
"49","Miracles","Miracles","Priestess Ring","https://darksouls3.wiki.fextralife.com/Priestess+Ring","A ring engraved with a portrait of the High Priestess.Increases faith. In Lothric, the High Priestess has long been considered one of the Three Pillars of the king's rule. The High Priestess also served as the prince's wet nurse."""
"50","Miracles","Miracles","Rose of Ariandel","https://darksouls3.wiki.fextralife.com/Rose+of+Ariandel","A flail used by the bulbous Father of the Painted World to shred his own skin, producing blood to appease the flame. Both a weapon and a miracle catalyst. Ariandel, being the restorer of the Painted World, knew that it was painted with blood, and only blood could protect the secret. Skill: Awakening Violently flail oneself to trigger an awakening that temporarily boosts the strength of miracles, just as the good Father used the rose himself."
"51","Pyromancies","Pyromancies","Great Swamp Pyromancy Tome","https://darksouls3.wiki.fextralife.com/Great+Swamp+Pyromancy+Tome","Pyromancy tome from the Great Swamp containing advanced pyromancies. Give to the old master pyromancer to learn advanced pyromancies of the Great Swamp. Spells of the Great Swamp are passed down from master to pupil. Without a master, there is no pupil, but without a pupil, there is also no master."
"52","Pyromancies","Pyromancies","Carthus Pyromancy Tome","https://darksouls3.wiki.fextralife.com/Carthus+Pyromancy+Tome","A pyromancy tome from Carthus containing pyromancies crafted for battle.Give to the old pyromancer to learn advanced pyromancies of the Great Swamp.Carthus pyromancies developed in isolation from other forms, explaining their divergent evolution."
"53","Pyromancies","Pyromancies","Izalith Pyromancy Tome","https://darksouls3.wiki.fextralife.com/Izalith+Pyromancy+Tome","A pyromancy tome from Izalith containing pyromancies of the witches.Give to the old master pyromancer to learn chaos pyromancies of Izalith.Chaos pyromancies manipulate lava, and birthed all later forms of pyromancy."
"54","Pyromancies","Pyromancies","Quelana Pyromancy Tome","https://darksouls3.wiki.fextralife.com/Quelana+Pyromancy+Tome","A pyromancy tome of Quelaana containing her unique spells. These pyromancies can only be taught by a female master.Give to a female pyromancy master to learn Quelana's pyromancies.Quelana, the sole surviving witch of Izalith, once accepted a human pupil, but after the pupil moved on, she never took another."
"55","Pyromancies","Pyromancies","Grave Warden Pyromancy Tome","https://darksouls3.wiki.fextralife.com/Grave+Warden+Pyromancy+Tome","A pyromancy tome of the grave warden, from the Carthus catacombs.Give to the pyromancer master to learn black flame sorceries.High Lord Wolnir of Carthus succumbed to the Abyss, but the pyromancer later became a grave warden, and discovered the black flame."
"56","Pyromancies","Pyromancies","Pyromancy Flame","https://darksouls3.wiki.fextralife.com/Pyromancy+Flame","Flame catalyst used by pyromancers. Equip a pyromancy flame to utilize pyromancy. Pyromancies must be attuned at a bonfire before use.Skill: CombustionCreates a powerful flame in the wielder's hand. One of the most basic pyromancies, and for this very reason, the flame created is fierce. Works while equipped in either hand."
"57","Pyromancies","Pyromancies","Pyromancer's Parting Flame","https://darksouls3.wiki.fextralife.com/Pyromancer's+Parting+Flame","The pyromancy flame of Livid Pyromancer Dunnel that attracts the echoes of death. When Dunnel lost his hideous spouse, he gave his own pyromancy flame as an offering, which transformed into a parting flame. Not long after, Dunnel became a mad spirit, cursed to wander the lands. Skill: Parting Flame Release store of death echoes to gain a modest dose of Estus."
"58","Pyromancies","Pyromancies","White Hair Talisman","https://darksouls3.wiki.fextralife.com/White+Hair+Talisman","Talisman made from a lock of white hair.This lock of hair belonged to a deformed member of the chaos witches, mothers of the art of pyromancy. Fashioned into a talisman, it enables the wielder to cast both miracles and pyromancies.Skill: CombustionCreates a powerful flame in the wielder's hand. One of the most basic pyromancies, and for this reason, the flame created is fierce. Works while equipped in either hand."
"59","Pyromancies","Pyromancies","Demon's Scar","https://darksouls3.wiki.fextralife.com/Demon's+Scar","This chaotic thing, the last flame kindled by a demon prince, is shaped like the claw marks of a demon.It is both a fiery bladed weapon, and pyromancy flame. Skill: Spin SlashSpin to stoke a fierce chaos flame, and use momentum to transition into a spinning strong attack, creating a short-lived lava pool."
"60","Pyromancies","Pyromancies","Saint's Ring","https://darksouls3.wiki.fextralife.com/Saint's+Ring","A ring bestowed upon a Carim Saint.Allows attunement of additional spells. In Carim, the saints give voice to the ancient tales. They memorize countless cumbersome sacred books and read them in sonorous tones, a function for which they are widely renowned."
"61","Pyromancies","Pyromancies","Deep Ring","https://darksouls3.wiki.fextralife.com/Deep+Ring","A ring bestowed upon the Deacons of the Cathedral of the Deep. Allows attunement of additional spells. In the Cathedral slumber things most terrible, and as such, the deacons require a grand narrative, to ensure they do not falter in their duty. A philosophy, to ward away the madness beckoned by the grotesqueries at hand."
"62","Pyromancies","Pyromancies","Darkmoon Ring","https://darksouls3.wiki.fextralife.com/Darkmoon+Ring","Ring of the moon deity Gwyndolin, youngest son of Gwyn, the First Lord. Adds many slots for attunement. Gwyndolin, also known as the Dark Sun, commands the Darkmoon Knights, and bestows this ring upon the best of them."
"63","Pyromancies","Pyromancies","Great Swamp Ring","https://darksouls3.wiki.fextralife.com/Great+Swamp+Ring","Ring said to be chiseled from the bone of a flame salamander by blighted Pyromancers living in the Great Swamp.Boosts pyromancies.It is believed that salamanders are the descendants of demons, born of the Chaos Flame, from which Pyromancy is also said to have originated."
"64","Pyromancies","Pyromancies","Witch's Ring","https://darksouls3.wiki.fextralife.com/Witch's+Ring","The Witch of Izalith and her daughters, scorched by the flame of chaos, taught humans the art of pyromancy and offered them this ring. Greatly boosts pyromancies. Every pyromancer is familiar with the parable that tells of the witches espousing the need to fear the flame, and teaching the art of pyromancy to men in hopes that they might learn to control it."
"65","Pyromancies","Pyromancies","Lingering Dragoncrest Ring","https://darksouls3.wiki.fextralife.com/Lingering+Dragoncrest+Ring","A special ring given to those who are deemed fit to undertake the journey of discovery in Vinheim, home of sorcery.Extends length of spell effect.Apropos to the Dragon School, the seal depicts an everlasting dragon. A lingering dragon symbolizes the true nature of the consummate sorcerer."
"66","Pyromancies","Pyromancies","Sage Ring","https://darksouls3.wiki.fextralife.com/Sage+Ring","A ring given to Farron's Undead Legion by one of the preacher twins, known more commonly as the Crystal Sages."" Shortens spell casting time. The sorcerers of Farron's Abyss Watchers were known to be lonesome warriors who would only rely upon more pragmatic spells."
"67","Pyromancies","Pyromancies","Dusk Crown Ring","https://darksouls3.wiki.fextralife.com/Dusk+Crown+Ring","Leaf-colored crown ring bestowed upon the princess of Oolacile, ancient land of golden sorceries.Reduces consumption of FP, but also lowers HP.Oolacile is synonymous for its lost sorceries of which the xanthous sorcerers are dedicated scholars. This crown ring is a rare artifact of great magic heritage."
"68","Pyromancies","Pyromancies","Farron Ring","https://darksouls3.wiki.fextralife.com/Farron+Ring","A ring given to Undead Legion of Farron. Reduces Skill FP consumption. The Abyss Watchers, for their hunting, required a sword technique that went beyond any existing art. Wolf's blood provided just that, and this ring further extends the effect."
"69","Pyromancies","Pyromancies","Dark Clutch Ring","https://darksouls3.wiki.fextralife.com/Dark+Clutch+Ring","Ring depicting a hand grasping a purple stone. Increases dark attack, but compromises damage absorption.An old fable in Londor claims that the lure of the clutch ring reaches out to the crestfallen, who might otherwise be overcome by despair."
"70","Pyromancies","Pyromancies","Fire Clutch Ring","https://darksouls3.wiki.fextralife.com/Fire+Clutch+Ring","Ring depicting a hand grasping a red stone. Increases fire attack, but compromises damage absorption.An old fable in Londor claims that the lure of the clutch ring reaches out to the crestfallen, who might otherwise be overcome by despair."
"71","Sorceries","Sorceries","Sage's Scroll","https://darksouls3.wiki.fextralife.com/Sage's+Scroll","Scroll containing sorceries of the Crystal Sages. Give to a sorcerer to learn Sorceries of the Sages. As any sorcerer knows, sorcery is a talent, and these sorceries were refined to nurture a very special talent."
"72","Sorceries","Sorceries","Golden Scroll","https://darksouls3.wiki.fextralife.com/Golden+Scroll","A golden scroll chronicling the vast research of the xanthous scholars. Give to a sorcerer to learn the arts of Oolacile. In the lost land of Oolacile, the sorceries orchestrated light, and were said to shine in golden hues."
"73","Sorceries","Sorceries","Logan's Scroll","https://darksouls3.wiki.fextralife.com/Logan's+Scroll","Secret tome of the Profaned Capital court sorcerers, containing sorceries of Logan.Give to a sorcerer to learn Logan's sorceries.The court sorcerers used this scroll to claim heirship to Logan's legacy, though how that claim stands up to closer scrutiny is another story."
"74","Sorceries","Sorceries","Crystal Scroll","https://darksouls3.wiki.fextralife.com/Crystal+Scroll","Secret crystal scroll of the Grand Archives of Lothric.Give to a sorcerer to learn crystal sorceries.These sorceries are the work of the paledrake, Seath the Scaleless, whom Logan is said to have met, a branch of sorcery that has been carried on by the Crystal Sages."
"75","Sorceries","Sorceries","Soul Arrow","https://darksouls3.wiki.fextralife.com/Soul+Arrow","Elementary sorcery. Fires a soul arrow. To use sorceries, equip a staff and attune a sorcery at a bonfire."
"76","Sorceries","Sorceries","Great Soul Arrow","https://darksouls3.wiki.fextralife.com/Great+Soul+Arrow","Sorcery which improves upon Soul Arrow. Fires a more powerful soul arrow.Many sorceries inflict magic damage, making them effective against iron armor, tough scales, and other physically resilient materials."
"77","Sorceries","Sorceries","Heavy Soul Arrow","https://darksouls3.wiki.fextralife.com/Heavy+Soul+Arrow","Elementary, yet practical sorcery from long ago. Fires a heavy soul arrow. Offers greater power but slower casting time, entailing a vulnerability that makes this sorcery trickier to handle."
"78","Sorceries","Sorceries","Great Heavy Soul Arrow","https://darksouls3.wiki.fextralife.com/Great+Heavy+Soul+Arrow","Sorcery which improves upon Heavy Soul Arrow. Fires a more powerful heavy soul arrow.Sorceries are a logical discipline: their strength influenced by the caster's intelligence."
"79","Sorceries","Sorceries","Farron Dart","https://darksouls3.wiki.fextralife.com/Farron+Dart","Variation of Soul Arrow developed by sorcerers of the Undead Legion of Farron. Fire a soul dart. Well known among the Farron sorceries, it is learned far and wide due to its ease of use."
"80","Sorceries","Sorceries","Great Farron Dart","https://darksouls3.wiki.fextralife.com/Great+Farron+Dart","Sorcery which improves upon Farron Dart. Fires a more powerful soul dart. Entrusted to the leader of the Legion's acolytes, and apparently a sorcery of his daughter, Heysel, that was refined by a Crystal Sage."
"81","Sorceries","Sorceries","Farron Hail","https://darksouls3.wiki.fextralife.com/Farron+Hail","Sorcery which improves upon Farron Dart. Fires a cascade of soul darts. Entrusted to the leader of the Legion's acolytes, and apparently a sorcery of his daughter, Heysel, that was refined by a Crystal Sage."
"82","Sorceries","Sorceries","Homing Soulmass","https://darksouls3.wiki.fextralife.com/Homing+Soulmass","Sorcery developed by Big Hat Logan, the great sorcerer who left the Dragon School in an age long past.Releases a homing soulmass.This sorcery may offer a clue as to what Logan sought, but further investigation suggests its attraction to living things mirrors the nature of the dark."
"83","Sorceries","Sorceries","Homing Crystal Soulmass","https://darksouls3.wiki.fextralife.com/Homing+Crystal+Soulmass","Sharpens Homing Soulmass via crystallization.Releases a homing crystal soulmass. Crystal soulmass has piercing qualities.According to the Crystal Sage, old Big Hat achieved enlightenment within the Regal Archives, where he came to find the quintessence of sorcery in the facets of a certain crystal."
"84","Sorceries","Sorceries","Crystal Hail","https://darksouls3.wiki.fextralife.com/Crystal+Hail","Unique sorcery developed by extraordinary preacher twins known as the Crystal Sages. Casts a cascade of small crystal soulmasses from above. Crystal soulmasses have piercing qualities. In a pact said to have been formed long ago, one of the Sages allied with the Undead Legion in order to train the sorcerers of Farron."
"85","Sorceries","Sorceries","Soul Spear","https://darksouls3.wiki.fextralife.com/Soul+Spear","Sorcery developed by Big Hat Logan, the great sorcerer who left the Dragon School in an age long past.Fires a soul spear.The spear boasts superior penetrating power, and is testament to Logan's strength in battle."
"86","Sorceries","Sorceries","Crystal Soul Spear","https://darksouls3.wiki.fextralife.com/Crystal+Soul+Spear","Further sharpens Soul Spear via crystallization.Fires a piercing crystal soul spear.According to the Crystal Sages, old Big Hat achieved enlightenment within the Regal Archives, where he came to find the quintessence of sorcery in the facets of a certain crystal."
"87","Sorceries","Sorceries","White Dragon Breath","https://darksouls3.wiki.fextralife.com/White+Dragon+Breath","Sorcery of the deluded Consumed King Oceiros.Emits crystal breath of Seath the Scaleless. Crystal breath has piercing qualities.Seath's research seemed to strike a chord with old Big Hat who, in his mad, disrobed state, made divine works such as this, his own. Oceiros was no doubt edified by this."
"88","Sorceries","Sorceries","Soul Stream","https://darksouls3.wiki.fextralife.com/Soul+Stream","Sorcery imparted by the first of the Scholars, when Lothric and the Grand Archives were but young.Fires a torrential volley of souls.The first of the Scholars doubted the linking of the fire, and was alleged to be a private mentor to the Royal Prince."
"89","Sorceries","Sorceries","Soul Greatsword","https://darksouls3.wiki.fextralife.com/Soul+Greatsword","Sorcery developed primarily for sorcerer-swordsmen. Attacks with a greatsword formed from souls. The ephemeral blade only exists as an extension of the caster, but its power is said to rival that of physical greatswords. Even the most obstinate magic purists may resort to this spell in times of crisis."
"90","Sorceries","Sorceries","Farron Flashsword","https://darksouls3.wiki.fextralife.com/Farron+Flashsword","Alteration of Soul Greatsword developed by sorcerers of the Undead Legion of Farron.The Legion has a tendency to emphasize speed over power, and this practical alteration of an existing sorcery is no exception."""
"91","Sorceries","Sorceries","Magic Weapon","https://darksouls3.wiki.fextralife.com/Magic+Weapon","Sorcery for casters who wield swords.Reinforces right weapon with magic.The power of the sorcerer-swordsmen of Vinheim is predicated upon this and Magic Shield.Many warriors learn sorcery just for this enchantment."""
"92","Sorceries","Sorceries","Great Magic Weapon","https://darksouls3.wiki.fextralife.com/Great+Magic+Weapon","""Sorcery which improves upon Magic Weapon. Greatly reinforces right weapon with magic. Only sorcerer-swordsmen with special duties are permitted use of this spell. The azure blade is said to cut down heavily armored knights with ease."
"93","Sorceries","Sorceries","Crystal Magic Weapon","https://darksouls3.wiki.fextralife.com/Crystal+Magic+Weapon","Further sharpens Magic Weapon via crystallization. Reinforces right weapon with crystal.After much experimentation, Logan found the crystal medium facilitated a stronger bond between weapon and soul."
"94","Sorceries","Sorceries","Magic Shield","https://darksouls3.wiki.fextralife.com/Magic+Shield","Sorcery for casters who wield swords. Reinforces left shield with magic. Shields augmented by magic have higher stability and damage absorption. Even the smallest of shields can be toughened considerably with the use of this spell."
"95","Sorceries","Sorceries","Great Magic Shield","https://darksouls3.wiki.fextralife.com/Great+Magic+Shield","Sorcery which improves upon Magic Shield. Greatly reinforces left shield with magic. Only sorcerer-swordsmen with special duties are permitted the use of this spell, which temporarily grants even the smallest of shields fortitude more akin to that of a greatshield."
